dataset,model,target,window_id,cutoff_timestamp,context_length,prediction_length,mae,rmse,smape,mase,inference_time_seconds
ETTh1,chronos2,OT,16,2018-06-10 19:00:00,512,96,1.69204843044281,1.9405416250228882,16.197195053100586,1.3920453786849976,0.049893600000359584
ETTh1,chronos2,OT,17,2018-06-14 19:00:00,512,96,0.7097225189208984,0.8721125721931458,7.328943252563477,0.6112940907478333,0.043522800002392614
ETTh1,chronos2,OT,18,2018-06-18 19:00:00,512,96,2.646789789199829,3.290370464324951,30.316797256469727,2.3452305793762207,0.03378580000207876
ETTh1,chronos2,OT,19,2018-06-22 19:00:00,512,96,0.718970775604248,0.866695761680603,8.509156227111816,0.5142814517021179,0.031727599998703226
ETTh1,chronos2,OT,0,2018-01-17 19:00:00,512,192,1.9230332374572754,2.66355037689209,60.97429275512695,1.0622628927230835,0.03293959999791696
ETTh1,chronos2,OT,1,2018-01-25 19:00:00,512,192,4.65041971206665,5.120226860046387,170.74586486816406,2.8591649532318115,0.0367766000017582
ETTh1,chronos2,OT,2,2018-02-02 19:00:00,512,192,1.2717540264129639,1.5807939767837524,44.221435546875,0.8095325231552124,0.034036000000924105
ETTh1,chronos2,OT,3,2018-02-10 19:00:00,512,192,1.346694827079773,1.6449397802352905,34.26959228515625,0.8564583659172058,0.03775089999908232
ETTh1,chronos2,OT,4,2018-02-18 19:00:00,512,192,1.6405855417251587,2.001422166824341,46.3607177734375,1.0433547496795654,0.037537000000156695
ETTh1,chronos2,OT,5,2018-02-26 19:00:00,512,192,1.6309810876846313,1.980238437652588,43.0098991394043,1.0049200057983398,0.040380299997195834
ETTh1,chronos2,OT,6,2018-03-06 19:00:00,512,192,3.404374361038208,4.112899303436279,64.13600158691406,1.8008793592453003,0.03473950000261539
ETTh1,chronos2,OT,7,2018-03-14 19:00:00,512,192,2.8180630207061768,3.3492751121520996,46.656490325927734,1.5889948606491089,0.03903659999923548
ETTh1,chronos2,OT,8,2018-03-22 19:00:00,512,192,2.4234180450439453,2.781989097595215,26.439117431640625,1.192816972732544,0.04820029999973485
ETTh1,chronos2,OT,9,2018-03-30 19:00:00,512,192,4.364902973175049,5.399303913116455,81.9469985961914,2.4960687160491943,0.03638219999993453
ETTh1,chronos2,OT,10,2018-04-07 19:00:00,512,192,2.0735528469085693,2.470371961593628,29.56208610534668,1.0428529977798462,0.04096670000217273
ETTh1,chronos2,OT,11,2018-04-15 19:00:00,512,192,2.2321557998657227,2.698746681213379,27.86798858642578,1.0505681037902832,0.04540900000210968
ETTh1,chronos2,OT,12,2018-04-23 19:00:00,512,192,3.9971859455108643,4.449641227722168,43.380794525146484,1.938518762588501,0.040551300000515766
ETTh1,chronos2,OT,13,2018-05-01 19:00:00,512,192,2.5129544734954834,3.0587565898895264,27.99259376525879,1.5713391304016113,0.04345579999790061
ETTh1,chronos2,OT,14,2018-05-09 19:00:00,512,192,2.8947010040283203,3.4785385131835938,24.550073623657227,1.626244068145752,0.03791030000138562
ETTh1,chronos2,OT,15,2018-05-17 19:00:00,512,192,3.972858190536499,4.432523727416992,40.79800033569336,2.215815782546997,0.048189899996941676
ETTh1,chronos2,OT,16,2018-05-25 19:00:00,512,192,1.2053998708724976,1.5925112962722778,13.139521598815918,0.6578509211540222,0.03786170000239508
ETTh1,chronos2,OT,17,2018-06-02 19:00:00,512,192,1.725364327430725,2.0636770725250244,19.031719207763672,1.1147328615188599,0.03529369999887422
ETTh1,chronos2,OT,18,2018-06-10 19:00:00,512,192,1.3347190618515015,1.6236746311187744,13.005581855773926,1.0980710983276367,0.06862610000098357
ETTh1,chronos2,OT,19,2018-06-18 19:00:00,512,192,2.167555570602417,2.7693049907684326,24.77459716796875,1.9205974340438843,0.03888379999989411
