dataset,model,target,window_id,cutoff_timestamp,context_length,prediction_length,mae,rmse,smape,mase,inference_time_seconds
ETTh1,moirai2,OT,0,2018-06-06 19:00:00,512,24,0.5079143643379211,0.5516688823699951,4.6491498947143555,0.3793462812900543,0.032279000002745306
ETTh1,moirai2,OT,1,2018-06-07 19:00:00,512,24,0.8832149505615234,1.1840879917144775,8.303150177001953,0.6888647675514221,0.036912700001266785
ETTh1,moirai2,OT,2,2018-06-08 19:00:00,512,24,1.960423469543457,2.8592326641082764,26.274503707885742,1.7620195150375366,0.055005599999276455
ETTh1,moirai2,OT,3,2018-06-09 19:00:00,512,24,0.681243896484375,0.7276157140731812,8.667937278747559,0.5832117199897766,0.04450949999954901
ETTh1,moirai2,OT,4,2018-06-10 19:00:00,512,24,0.5948954224586487,0.8627415299415588,6.003593921661377,0.48941946029663086,0.049702300002536504
ETTh1,moirai2,OT,5,2018-06-11 19:00:00,512,24,0.6741056442260742,1.0085594654083252,5.848806858062744,0.5530779361724854,0.025030799999512965
ETTh1,moirai2,OT,6,2018-06-12 19:00:00,512,24,0.4818357229232788,0.5774446725845337,4.135923385620117,0.3921721577644348,0.020960999998351326
ETTh1,moirai2,OT,7,2018-06-13 19:00:00,512,24,0.3275195360183716,0.40562283992767334,2.843579053878784,0.28105008602142334,0.021592000000964617
ETTh1,moirai2,OT,8,2018-06-14 19:00:00,512,24,0.38638266921043396,0.5085414052009583,3.554307222366333,0.3327969014644623,0.02579659999901196
ETTh1,moirai2,OT,9,2018-06-15 19:00:00,512,24,1.1353999376296997,1.1743496656417847,11.50628662109375,1.0199755430221558,0.023886200000561075
ETTh1,moirai2,OT,10,2018-06-16 19:00:00,512,24,0.6421485543251038,0.7120919227600098,7.056480407714844,0.5727788805961609,0.02064320000135922
ETTh1,moirai2,OT,11,2018-06-17 19:00:00,512,24,0.364038348197937,0.45962220430374146,3.5442006587982178,0.3286899924278259,0.024890299999242416
ETTh1,moirai2,OT,12,2018-06-18 19:00:00,512,24,2.30708384513855,3.474073648452759,24.776214599609375,2.0442287921905518,0.02333340000041062
ETTh1,moirai2,OT,13,2018-06-19 19:00:00,512,24,0.4484122693538666,0.6778189539909363,6.497363567352295,0.376956582069397,0.025232199997844873
ETTh1,moirai2,OT,14,2018-06-20 19:00:00,512,24,0.33745166659355164,0.4184657335281372,3.9112274646759033,0.2596096992492676,0.02885210000022198
